web-scraper-order,web-scraper-start-url,issue,issue-href,article,article-href,title,author,abstract,keywords,publisher,issue_date
"1551296062-1791","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/22/4","Can business counselling help SMEs grow? Evidence from the Swedish business development grant programme","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-06-2012-0073","Can business counselling help SMEs grow? Evidence from the Swedish business development grant programme","Barbro Widerstedt   (Swedish Agency for Growth Policy Analysis, Östersund, Sweden.)","null","Evaluation, Matching, Heterogeneity, Contamination, Selection, Business counselling","Barbro Widerstedt, Jonas Månsson,  (2015)  ""Can business counselling help SMEs grow? Evidence from the Swedish business development grant programme"", Journal of Small Business and Enterprise Development, Vol. 22 Issue: 4, pp.652-665, https://doi.org/10.1108/JSBED-06-2012-0073","Published: 2015, Start page: 611"
"1551278079-1091","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/7/3","Seven ages of entrepreneurship","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006843","Seven ages of entrepreneurship","David Irwin  (Chief Executive of the UK Government’s Small Business Service)","Current government policy is to encourage more businesses to grow. Access to resources – financial, human and physical – are often cited as the principal barriers to the growth of small firms. The attitudes of owner‐managers, however, are equally important, with many owner‐managers deliberately avoiding growing their businesses beyond their capacity personally to manage the business. Attitudes change as businesses develop; a skilled consultant can act as catalyst to overcome cultural barriers and, consequently, to the growth of businesses. This paper examines the cultural barriers which might inhibit the growth and development of a new enterprise and offers a model to show how those barriers separate seven stages of entrepreneurial development. It highlights the role of the consultant in moving through the stages.","Entrepreneurs, Growth, Business consultants, Corporate culture, Management attitudes","MCB UP Ltd","Published: 2000, Start page: 199"
"1551278896-1364","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/14/1","Do SMEs influence their markets? An exploratory study","https://www.emeraldinsight.com/doi/full/10.1108/14626000710727872","Do SMEs influence their markets? An exploratory study","Geir Grundvåg Ottesen  (Norwegian Institute of Fisheries and Aquaculture Research, Tromsø, Norway)","null","Small to medium‐sized enterprises, Managers, Market driven production, Influence","Emerald Group Publishing Limited","Published: 2007, Start page: 8"
"1551291315-1718","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/21/2","Exporting wine in complex times: a study among small and medium wineries","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-01-2014-0006","Exporting wine in complex times: a study among small and medium wineries","Abel Duarte Alonso   (School of Marketing Tourism and Leisure, Edith Cowan University, Joondalup, Australia)","null","Wine industry, Complexity theory, Exports, Winery owners and managers","Abel Duarte Alonso, Alessandro Bressan, Michelle O’Shea, Vlad Krajsic,  (2014)  ""Exporting wine in complex times: a study among small and medium wineries"", Journal of Small Business and Enterprise Development, Vol. 21 Issue: 2, pp.345-364, https://doi.org/10.1108/JSBED-01-2014-0006","Published: 2014, Start page: 199"
"1551278558-1247","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/11/3","Electronic commerce strategy, operations, and performance in small and medium‐sized enterprises","https://www.emeraldinsight.com/doi/full/10.1108/14626000410551555","Electronic commerce strategy, operations, and performance in small and medium‐sized enterprises","Necmi Karagozoglu  (Professor in the Department of Management, College of Business Administration, California State University, Sacramento, California, USA)","Explores the electronic commerce (e‐commerce) involvement of small and medium‐sized enterprises (SMEs) in terms of the strategic, operational, and performance aspects. Findings are reported from a survey of SMEs in northern California. The results show that SMEs tend to pursue e‐commerce strategies associated with customer base expansion and customer service consistent with their bricks‐and‐mortar competitive strategies and build e‐commerce operations consistent with their e‐commerce strategies. These e‐commerce strategies also contribute to the SMEs’ sales growth and profitability. However, e‐commerce strategy associated with purchasing management is the least favored alternative and does not affect profitability. The implication of the findings for managers and future research are discussed.","Electronic commerce, Management strategy, Small and medium‐sized enterprises, Business development, Profit, United States of America","Emerald Group Publishing Limited","Published: 2004, Start page: 280"
"1551279088-1425","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/15/2","Entrepreneurship education in Germany and Sweden: what role do different school systems play?","https://www.emeraldinsight.com/doi/full/10.1108/14626000810871736","Entrepreneurship education in Germany and Sweden: what role do different school systems play?","Kathrin Fuchs  (Institute for Education and Socio‐Economic Research and Consulting, Berlin, Germany)","The IfM Bonn is associated to the University of Cologne, Germany.","Purpose – The question arises whether entrepreneurship education will be able to facilitate the entrepreneurial attitude in the near future. Unfortunately, the decisive role of compulsory schooling has long been neglected in this context. Until recently it was considered sufficient to provide education in entrepreneurship in universities (especially in the area of Business Administration) or in the form of special courses for people who consider starting their own business. Picking up the discussion at this point, the purpose of this paper is to analyse to what extent compulsory school education in Germany and Sweden facilitates a more entrepreneurial way of thinking among pupils.
Design/methodology/approach – First, the paper briefly summarises the relevant research literature and specify important components of entrepreneurship education. Second, it discusses what exactly is to be understood by entrepreneurial qualities and present a holistic approach based on a model by Dahlgren. Third, it describes the unique data and presents some empirical results. The empirical analysis concentrates on Germany. Yet, for reasons of comparison, it additionally analyses the situation in Sweden. Finally, the paper summarises the results and discusses the policy implications.
Findings – The results presented clearly suggest that German schools do not succeed very well in presenting self‐employment as an attractive alternative to dependent work. Swedish pupils generally show a higher preference for self‐employment than their German counterparts. Furthermore, the results suggest that German schools diminish rather than encourage pupils' ambitions to become self‐employed as the pupils become older.
Originality/value – To the authors' knowledge this is the first empirical study which compares the effect of different school systems on entrepreneurial attitude simultaneously (i.e. with the same questionnaire and at the same point of time).","Research paper","Published: 2008, Start page: 239"
"1551301830-1880","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/24/3","Expectations and achievements in new firms","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-11-2016-0189","Expectations and achievements in new firms","Lars Kolvereid,  (Business School, Nord University, Bodø, Norway)","This paper reveals that the entrepreneurs' need for social cohesion, subjective norm with regard to business growth and perceived self-efficacy with regard to opportunity recognition are positively and significantly associated with business growth expectations in new firms.","PurposeThe purpose of this paper is to investigate the antecedents of business growth expectations and subsequent accumulated sales revenues and employment costs. Hypotheses are derived guided by the theory of planned behaviour.Design/methodology/approachThe authors followed a sample of 207 incorporated businesses started in May/June 2002 over a ten-year period. The hypotheses are tested using hierarchical regression analysis.FindingsThe results suggest that the entrepreneurs’ need for social cohesion, subjective norm with regard to business growth and perceived self-efficacy with regard to opportunity recognition are positively and significantly associated with business growth expectations. These expectations, reported at the time of business registration, accurately predict subsequent short-term as well as long-term accumulated sales revenues and labour costs, but this is not the case for entrepreneurs with novel business ideas.Practical implicationsSince entrepreneurs’ attitude, subjective norm and self-efficacy are possible to change, the findings should interest policy makers and educators. Measures aimed at enhancing the antecedents of entrepreneurs’ growth expectations should be considered. The findings that growth expectations have a long-lasting effect on sales and employment stress the importance of entrepreneurs’ subjective expectations for outcomes in new businesses.Originality/valueThere is a lack of studies using a longitudinal design when investigating the link between initial business growth expectations and subsequent firm outcomes. This study contributes to the entrepreneurship literature in this regard by using high-quality secondary data to examine firm achievements.","Research paper","Published: 2017, Start page: 426"
"1551278721-1302","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/12/4","The context of entrepreneurship in Hong Kong: An investigation through the patterns of entrepreneurial competencies in contrasting industrial environments","https://www.emeraldinsight.com/doi/full/10.1108/14626000510628162","The context of entrepreneurship in Hong Kong: An investigation through the patterns of entrepreneurial competencies in contrasting industrial environments","Thomas W.Y. Man  (Department of Information and Applied Technology, The Hong Kong Institute of Education, Hong Kong, People's Republic of China)","This study was partially funded by the Central Research Grant of the Hong Kong Polytechnic University under project number G‐V502.","Purpose – The context of Hong Kong has nurtured numerous small‐ and medium‐sized enterprises (SMEs) in which the owner/managers have exhibited rather consistent set of characteristics over decades despite shifts in the industrial structure. The purpose of this paper is to investigate how such characteristics can sustain in different industrial environments.
Design/methodology/approach – By using the competency approach on a sample of 153 SME owner/managers in the wholesale trade and IT services industries, we conducted hypothesis testing on comparing first, the overall rankings of ten competency areas for SME owner/managers, and second, the ratings of individual competency areas between the two industries.
Findings – While there are consistent patterns of competencies across these two contrasting industries in Hong Kong, the owner/managers in IT services industry have significantly higher ratings in innovative, strategic and learning competencies than those in the wholesale trade industry.
Research limitations/implications – Entrepreneurial competencies are not only stimulated or sharpened by the requirements of different industrial environments, but also rooted in the common socio‐cultural background of the owner/managers.
Practical implications – With the ever closer economic and socio‐cultural integration with China, a completely new pattern of entrepreneurial competencies may be required in a new context of entrepreneurship in Hong Kong.
Originality/value – The application of the competency approach allows us to investigate the respective impacts of industrial and socio‐cultural factors in the development of entrepreneurial characteristics, particularly those about Chinese SME owner/managers in Hong Kong.","Research paper","Published: 2005, Start page: 464"
"1551276343-960","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/1/1","INTRODUCING SECOND GENERATION MANAGEMENT","https://www.emeraldinsight.com/doi/pdfplus/10.1108/eb020932","INTRODUCING SECOND GENERATION MANAGEMENT","David Hall  (The David Hall Partnership)","A new management ‘system’ has been developed which is so comprehensive and integrated that it provides a new direction in management thinking. On the basis of real‐life experiences at the ‘sharp end’ of management rather than theoretical research, it argues that business failures are not so much the fault of managers but a result of the entire system of management. The new approach that it recommends is so fundamentally different that I have named it ‘Second Generation Management’. Rather than ‘force‐fitting’ functional management systems into business plans with little synergy or linkage between them, Second Generation Management first identifies the comprehensive needs of the business. Using ‘shared models of management’, it develops a cadre of skilled managers to provide direction, co‐ordination and support so that the business operates as ‘one brain’. This system of Second Generation Management has already been quietly and successfully implemented by a variety of companies on both sides of the Atlantic.","General review","David Hall,  (1994)  ""INTRODUCING SECOND GENERATION MANAGEMENT"", Journal of Small Business and Enterprise Development, Vol. 1 Issue: 1, pp.47-53, https://doi.org/10.1108/eb020932","Published: 1994, Start page: 3"
"1551292457-1736","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/21/3","Prior knowledge: the role of virtual worlds in venture creation","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-04-2014-0057","Prior knowledge: the role of virtual worlds in venture creation","Noke Hannah   (Institute for Enterprise and Innovation, Nottingham University Business School, University of Nottingham, Nottingham, UK)","null","Experiential learning, Small business, Venture creation, Prior knowledge","Noke Hannah, Chesney Thomas,  (2014)  ""Prior knowledge: the role of virtual worlds in venture creation"", Journal of Small Business and Enterprise Development, Vol. 21 Issue: 3, pp.403-413, https://doi.org/10.1108/JSBED-04-2014-0057","Published: 2014, Start page: 368"
"1551278270-1147","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/9/3","The determinants of management training within smaller firms in the UK. What role does strategy play?","https://www.emeraldinsight.com/doi/full/10.1108/14626000210438580","The determinants of management training within smaller firms in the UK. What role does strategy play?","Dean Patton  (Principal Lecturers, De Monfort University, Leicester, UK)","It is agreed that within the UK there is a poor level of investment in formal training and development. This is particularly evident within the small firm sector. The literature, which considers this issue, concludes that there are a number of reasons why small firm owners are, on the whole, reluctant to invest in such training for themselves and their employees. Such reasons include, ignorance of benefits, time issues, fear that training will enhance employee mobility and, critically, that there is little evidence to indicate that investment in training and development leads to enhanced firm performance. On the basis that there has been some debate and empirical investigation regarding why training does not take place, this paper takes an alternative stance and considers what issues and processes might underpin the decision to invest in training ‐ particularly management training. Findings are drawn from empirical research on a sample of firms where investment had been made in such training in the last 24 months; the indications being that such investment was not strategic or proactive but prompted by problems which threatened business performance.","Human resource management, Training, Organizational learning, Small firms","MCB UP Ltd","Published: 2002, Start page: 236"
"1551276613-992","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/3/1","TECHNOLOGICAL ALLIANCES BETWEEN HEIS AND SMFS: EXAMINING THE CURRENT EVIDENCE","https://www.emeraldinsight.com/doi/pdfplus/10.1108/eb020965","TECHNOLOGICAL ALLIANCES BETWEEN HEIS AND SMFS: EXAMINING THE CURRENT EVIDENCE","Nelson K.H. Tang  (University of Leicester, Leicester, UK)","Small and medium‐sized firms (SMFs) can make valuable economic and social contributions through their distinctive capabilities for innovation. However, SMFs rarely possess adequate R&D resources and are therefore dependent upon external technological information. We believe that collaboration between higher education institutions (HEIs) and SMFs has considerable potential for strengthening innovatory activity in the UK. However, very little detailed information is available about the process of technology transfer from the perspectives of HEIs and SMFs. This paper examines ways in which HEIs establish links with SMFs as a means of commercializing their scientific and technological research. A questionnaire was used to obtain data from 37 HEIs on technological alliances with SMFs. In addition, a number of interviews were carried out with individuals responsible for marketing HEI science and technology.","General review","Nelson K.H. Tang, Andrew Agnew, Oswald Jones,  (1996)  ""TECHNOLOGICAL ALLIANCES BETWEEN HEIS AND SMFS: EXAMINING THE CURRENT EVIDENCE"", Journal of Small Business and Enterprise Development, Vol. 3 Issue: 1, pp.48-56, https://doi.org/10.1108/eb020965","Published: 1996, Start page: 3"
"1551281761-1572","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/18/1","An examination of entrepreneurship educator profiles in business programs in the United States","https://www.emeraldinsight.com/doi/full/10.1108/14626001111106415","An examination of entrepreneurship educator profiles in business programs in the United States","Jean D. Kabongo  (College of Business, University of South Florida, Sarasota‐Manatee, Sarasota, Florida, USA)","null","Entrepreneurialism, Serials, Teaching, Research, United States of America","Emerald Group Publishing Limited","Published: 2011, Start page: 8"
"1551288791-1679","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/20/3","Entrepreneurship, occupational division and social capital differentials","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-04-2013-0058","Entrepreneurship, occupational division and social capital differentials","Robert Lee  (Department of Management and Centre for International Business and Innovation, Manchester Metropolitan University, Manchester, UK)","The authors would like to thank the Editor and reviewers for their invaluable comments on earlier versions of this paper. An Economic and Social Research Council (ESRC) award (PTA‐030‐2005‐00230) enabled this research.","Purpose – The purpose of this study is to demonstrate how occupational division impacts on social capital and access to resources that may have a bearing on the growth potential and success of a new venture.
Design/methodology/approach – This study compares the social capital profiles of early‐stage entrepreneurs in England with distinct occupational classifications – i.e. entrepreneurs who were completing training on the Science and Enterprise Challenge (SEC) initiative and pursuing professional and higher technician businesses, and entrepreneurs who were completing training on the New Entrepreneurship Scholarship (NES) initiative and who were residing in deprived areas, unemployed or underemployed and pursuing non‐professional businesses. The European Socio‐economic Classification (ESeC) was adopted to classify occupation. The entrepreneurs completed aided name generator questionnaires and in‐depth interviews.
Findings – The findings demonstrate that professional and higher technician entrepreneurs have higher levels of bridging and diverse resources when compared to non‐professional entrepreneurs residing in deprived areas. The non‐professional entrepreneurs also seem over‐reliant on too much bonding.
Practical implications – Policy makers strive to understand who has the most productive social capital when launching a business and who does not. The findings may help provide an initial awareness that across the board entrepreneurial policies are inappropriate, as the building of social capital seems contextual.
Originality/value – The high bridging social capital of professional and higher technician entrepreneurs could enable “getting ahead” and could be entrepreneurial/innovative “facilitating social capital”. The non‐professional entrepreneurs residing in deprived areas' over‐reliance on bonding social capital could be a liability and entrepreneurial/innovative “inhibiting social capital”.","Research paper","Published: 2013, Start page: 453"
"1551294019-1760","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/22/1","Trust, but verify: fraud in small businesses","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-08-2012-0097","Trust, but verify: fraud in small businesses","Bonita Kramer   (College of Business,  Montana State University, Bozeman, Montana, USA)","null","Billing schemes, Check tampering, Fraud triangle, Internal fraud, Perception of detection, Red flags","Bonita Kramer,  (2015)  ""Trust, but verify: fraud in small businesses"", Journal of Small Business and Enterprise Development, Vol. 22 Issue: 1, pp.4-20, https://doi.org/10.1108/JSBED-08-2012-0097","Published: 2015, Start page: 4"
"1551279336-1495","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/16/2","Family‐member and non‐family‐member managers in family businesses","https://www.emeraldinsight.com/doi/full/10.1108/14626000910956010","Family‐member and non‐family‐member managers in family businesses","Matthew C. Sonfield  (Department of Management, Entrepreneurship and General Business, Hofstra University, Hempstead, New York, USA)","null","Family firms, Managers, Croatia, France, India, United States of America","Emerald Group Publishing Limited","Published: 2009, Start page: 196"
"1551298765-1833","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/23/3","The effect of organisational size and age on position and paradigm innovation","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-06-2015-0065","The effect of organisational size and age on position and paradigm innovation","Anahita Baregheh   (School of Business, Nipissing University, North Bay, Canada)","null","SMEs, Organizational innovation, Organizational age, Organizational size, Paradigm innovation, Position innovation","Anahita Baregheh, Jennifer Rowley, David Hemsworth,  (2016)  ""The effect of organisational size and age on position and paradigm innovation"", Journal of Small Business and Enterprise Development, Vol. 23 Issue: 3, pp.768-789, https://doi.org/10.1108/JSBED-06-2015-0065","Published: 2016, Start page: 616"
"1551278109-1098","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/7/4","Employment regulation and owner‐managers in small firms: seeking support and guidance","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006851","Employment regulation and owner‐managers in small firms: seeking support and guidance","Lynette Harris  (Department of Human Resource Management, Nottingham Business School, The Nottingham Trent University, Burton Street, Nottingham, UK)","As the volume and complexity of employment legislation increases, small and medium‐sized enterprises (SMEs) without access to internal human resource expertise are increasingly vulnerable to litigation and its associated costs. The disproportionate impact of employment regulation on the small firm has long been a concern of SME owner‐managers and is expected to increase as a result of the recent rapid expansion of labour law in the UK. This paper will consider evidence from a recent survey of small businesses, which examined their main employment concerns and the sources of advice they use on employment relations matters. The survey’s findings illustrate the particular challenge increased employment rights presents to the smaller organisation. It identifies a need for more intensive support tailored to the specific circumstances of individual firms in developing proactive approaches to human resourcing which not only comply with but also reflect the spirit of the legislation.","Legislation, Small firms, Employment law, Advisory services, Employee relations","MCB UP Ltd","Published: 2000, Start page: 295"
"1551279379-1506","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/16/3","Organizations that are international from inception: Terminology and research constellations – “academic protectionism” or “academic myopia”?","https://www.emeraldinsight.com/doi/full/10.1108/14626000910977134","Organizations that are international from inception: Terminology and research constellations – “academic protectionism” or “academic myopia”?","Göran Svensson  (Oslo School of Management, Oslo, Norway)","null","Globalization, International business, Business formation, Entrepreneurialism, Marketing","Emerald Group Publishing Limited","Published: 2009, Start page: 375"
"1551293658-1754","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/22/1","Impact of ownership structure on capital structure of New Zealand unlisted firms","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-09-2011-0004","Impact of ownership structure on capital structure of New Zealand unlisted firms","Nirosha Hewa Wellalage   (Department of Finance, University of Waikato Management School, Hamilton, New Zealand)","null","New Zealand, Insider ownership, Leverage, Small business","Nirosha Hewa Wellalage, Stuart Locke,  (2015)  ""Impact of ownership structure on capital structure of New Zealand unlisted firms"", Journal of Small Business and Enterprise Development, Vol. 22 Issue: 1, pp.127-142, https://doi.org/10.1108/JSBED-09-2011-0004","Published: 2015, Start page: 4"
"1551277834-1022","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/5/1","Business Link impact and future challenges","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006730","Business Link impact and future challenges","Parminder Summon  (Peterborough City Council, Stuart House, City Road, Peterborough)","The publication, in October 1997, of the Government’s Business Link “Vision Statement” which announces 18 separate action points to enhance the Business Link service, demonstrates that Business Links still have some way to go before they are considered to be truly effective. This paper contributes to the debate about Business Link effectiveness by assessing the evidence of Business Link impact from a number of recent studies. The studies show that Business Links are beginning to make a positive impact but it is more difficult to analyse the extra value they are adding to SME growth. There is still some confusion about the Business Links target market – should they concentrate solely on established small firms with growth prospects or offer all their services to start‐ups and micro businesses as well? In some respects, Business Links themselves are going through the typical development stages that many SMEs go through in their establishment. Business Links can learn how different growth stages affect company development from this process. Business Links will only succeed in their mission to assist small firms if SMEs are attracted to using them. The main challenge facing Business Links is to move towards a private sector locally led orientation, as opposed to previous initiatives which were largely national and public sector led. There are elements of a virtuous circle in the SME/Business Link relationship which can be exploited to encourage both business excellence and Business Link improvement. Bus9ness Links will achieve greater impact through effective partnership but this can only happen if partnerships are well balanced with no one partner dominating.","Partnering, Small‐ to medium‐sized enterprises, Growth","MCB UP Ltd","Published: 1998, Start page: 7"
"1551278444-1206","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/11/1","The role of boards of directors in small and medium‐sized firms","https://www.emeraldinsight.com/doi/full/10.1108/14626000410519137","The role of boards of directors in small and medium‐sized firms","R.J. Bennett  (Professor of Geography at the Department of Geography, University of Cambridge, Cambridge, UK)","This research has been supported by a Leverhulme Trust Personal Research Professorship and the Economic and Social Research Council (ESRC), which supports the University of Cambridge Centre for Business Research and the survey used in this paper.","The size, characteristics and structure of boards of directors have been claimed to be an important influence on the performance of large firms, but have been less examined in small firms. For larger firms the role of boards acts more as a substitute for the development of internal staff and management skills, indicating that for large firms directors chiefly support the control role of CEOs. The importance of seeing boards, external consultants and internal management skills as substitutes is demonstrated, and is shown to have a non‐linear relation with firm size. However, a key finding of the paper is that there is little evidence of a strong association of board size, board qualifications, or board structure with firm performance, measured by profitability, employment growth or propensity to innovate.","Research paper","Published: 2004, Start page: 8"
"1551279072-1420","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/15/2","Handbook of Research in Entrepreneurship Education – Volume 2: Contextual Perspective","https://www.emeraldinsight.com/doi/full/10.1108/14626000810889908","Handbook of Research in Entrepreneurship Education – Volume 2: Contextual Perspective","Harry Matlay  (Birmingham City University, Birmingham, UK)","null","2008/2","Edward Elgar Publishing","Published: 2008, Start page: 239"
"1551307537-1967","https://www.emeraldinsight.com/loi/jsbed","Issue 1","https://www.emeraldinsight.com/toc/jsbed/26/1","SMEs capital structure: trade-off or pecking order theory: a systematic review","https://www.emeraldinsight.com/doi/full/10.1108/JSBED-12-2017-0387","SMEs capital structure: trade-off or pecking order theory: a systematic review","Lisana B. Martinez,  (Instituto de Investigaciones Económicas y Sociales del Sur – (IIESS), CONICET-UNS, Bahía Blanca, Argentina) (Departamento de Economía, Universidad Nacional del Sur (UNS), Bahía Blanca, Argentina) (Universidad Provincial del Sudoeste, Bahía Blanca, Argentina)","null","Capital structure, SMEs, Systematic literature review, Financing, Pecking order theory, Trade-off theory, G32, G40, D21","Emerald Publishing Limited","Published: 2019, Start page: 2"
"1551278477-1217","https://www.emeraldinsight.com/loi/jsbed","Issue 2","https://www.emeraldinsight.com/toc/jsbed/11/2","Entrepreneurial Finance","https://www.emeraldinsight.com/doi/full/10.1108/14626000410537218","Entrepreneurial Finance","Javed Ghulam Hussain  (University of Central England, Birmingham, UK)","null","Entrepreneurial Finance Richard L. Smith, and Janet Kiholm Smith (Eds)","2004","Published: 2004, Start page: 159"
"1551278988-1392","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/14/4","2007 Awards for Excellence","https://www.emeraldinsight.com/doi/full/10.1108/jsbed.2007.27114daa.002","2007 Awards for Excellence","null","null","Secondary article","(2007)  ""2007 Awards for Excellence"", Journal of Small Business and Enterprise Development, Vol. 14 Issue: 4, https://doi.org/10.1108/jsbed.2007.27114daa.002","Published: 2007, Start page: 551"
"1551279234-1468","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/15/4","Enterprise development in a diversified metropolis: the case of Beijing","https://www.emeraldinsight.com/doi/full/10.1108/14626000810917816","Enterprise development in a diversified metropolis: the case of Beijing","Kaizhong Yang  (School of Government, Peking University, Beijing, China)","null","Diversification, Business development, China","Emerald Group Publishing Limited","Published: 2008, Start page: 640"
"1551277991-1067","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/6/3","Entrepreneurship education: Alumni perceptions of the role of higher education institutions","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006679","Entrepreneurship education: Alumni perceptions of the role of higher education institutions","Sara Carter  (Department of Marketing, University of Strathclyde, Stenhouse Building, 173 Cathedral Street, Glasgow)","This paper is concerned with the retrospective perceptions of alumni towards the general provision of entrepreneurship education in higher education institutions (HEIs). Whilst many HEIs provide some form of enterprise training for their student population, relatively few have considered extending this provision to their alumni community. In addition to exploring retrospective perceptions, the research sought to ascertain the current level of entrepreneurial behaviour and the future entrepreneurial ambitions of alumni, and attempted to determine the demand for post‐qualification entrepreneurship training among HEI alumni. The results are encouraging, in that they demonstrate a keen interest amongst alumni in entrepreneurial activities. The main constraints to setting up in business were perceived to be the generation of a viable idea and the lack of both finance and experience. Respondents believed that HEIs should provide a more practical grounding for graduates, specifically citing financial management and business communications skills as key elements missing from the undergraduate curriculum. There was a consensus that HEIs have an important role to play in providing alumni with both formal post‐qualification training and social support networks to encourage entrepreneurial activity.","Higher education, Graduates, Entrepreneurialism, Training, Start‐ups","MCB UP Ltd","Published: 1999, Start page: 215"
"1551278206-1126","https://www.emeraldinsight.com/loi/jsbed","Issue 4","https://www.emeraldinsight.com/toc/jsbed/8/4","Performance of Brazilian supermarkets: a comparative analysis between large and small store chains","https://www.emeraldinsight.com/doi/pdfplus/10.1108/EUM0000000006829","Performance of Brazilian supermarkets: a comparative analysis between large and small store chains","Abraham Sin Oih Yu  (Business Administration Department, School of Economics and Business Administration, University of Sao Paulo, Brazil)","This paper compares the productivity of large and small Brazilian supermarkets from 1994 to 1998. The authors’ findings, based on the application of Data Envelopment Analysis, or DEA, support an initial hypothesis that assumes not only that the productivity of larger supermarkets is much higher, but the production gap between smaller and larger chains is increasing.","Supermarkets, Brazil, Efficiency, Data envelopment analysis, Productivity","MCB UP Ltd","Published: 2001, Start page: 301"
"1551278266-1146","https://www.emeraldinsight.com/loi/jsbed","Issue 3","https://www.emeraldinsight.com/toc/jsbed/9/3","Employing graduates in SMEs: towards a research agenda","https://www.emeraldinsight.com/doi/full/10.1108/14626000210438599","Employing graduates in SMEs: towards a research agenda","Rick Holden  (Principal Lecturer, Human Resource Development Unit)","In the context of a somewhat turbulent graduate labour market, attention is being focused on the employment of graduates in small‐ and medium‐sized enterprises (SMEs). This paper takes an initial “sounding” of our understanding about the transition of graduates into such organisations. While research data provides some insight into the barriers which work to discourage more SMEs from recruiting graduates, this understanding appears inadequate and insufficiently segmented to provide a detailed knowledge of the problems. A prevailing assumption is that graduates lack skills required by SME employers. Yet the limited research findings reveal ambiguity about the extent to which SMEs effectively deploy graduate labour. The article proposes an agenda that highlights the need for two types of research. First, a clearer picture of current trends in the SME graduate labour market. Second, a richer understanding of the real experience of graduates, and their managers, in relation to employment in an SME and the implications of such for both the supply and demand sides of the graduate labour market.","Competitiveness, United Kingdom, Graduates, Employment, Small‐ to medium‐sized enterprises","MCB UP Ltd","Published: 2002, Start page: 236"
