web-scraper-order,web-scraper-start-url,bag,bag-href,metin,tarih
"1549470185-1165","http://www.milliyet.com.tr/haberler/ibm?PAGE=13","İşte dünyanın en değerli markaları","http://kariyer.milliyet.com.tr/iste-dunyanin-en-degerli-markalari/kariyer/detay/1886316/default.htm","Millward Brown şirketi 2014 yılının en değerli markalarını belirledi. En değerli markalar listesinde yer alan teknoloji şirketleri ilk 100’deki toplam marka değerinin yüzde 29’unu oluşturdu. Teknoloji şirketlerinin damga vurduğu listede son 3 senenin en değerli markası Apple, değerini yüzde 20 kaybetti ve 2. sırada yer aldı. Apple'ın marka değeri 148 milyar dolar oldu. Bu yılın en değerli markasi ise Google oldu. Google'nin marka değeri bir önceki yıla göre yüzde 40 yükseldi ve 159 milyar dolar oldu. IBM ise 108 milyar dolarlık değeriyle 3. sıradaki yerini korudu. Listenin 14. sırasında değerini yüzde 97 oranında artıran ve 54 milyar dolara çıkaran Çinli internet markası Tencent, 21. sırasında yüzde 68 artışla 36 milyar dolar değere sahip Facebook, 71. sırasında 14 milyar dolarla Twitter ve 78. sırasında ise 12 milyar dolar değerle Linkedln yer aldı.","22.05.2014  -            13:47 | Son Güncelleme:  22.05.2014-13:48"
"1549452457-921","http://www.milliyet.com.tr/haberler/ibm?PAGE=26","“DNA barkod okuyucusu”","http://www.milliyet.com.tr/-dna-barkod-okuyucusu-/dunya/dunyadetay/06.10.2009/1147137/default.htm","Tıbbın her insanın DNA’sına göre ayrı ayrı tasarlandığı, ilaçların karşıt tepki ve yan etki göstermediği bir dünya hayal edin... Bir insanın metabolizmasına kusursuz hızı sağlayacak uygunlukta bir beslenme biçimi bulunduğunu düşünün... Amerikan IBM şirketi, mikroelektronik, fizik ve biyolojiyi bir araya getirerek, geleceği biraz daha yakına getiriyor.  IBM araştırma geliştirme bölümünün projesi “DNA transistörü”, herkesi eşsiz kılan özel protein kombinasyonu olan bireysel DNA dizilimini okuyarak kişiye özel tıp konusunda ilerleme sağlamayı amaçlıyor.  Tamamlanma aşamasında olan teknoloji konusunda birikimlerini dünya ile paylaşmak isteyen IBM’in açıklamasına göre, “barkod okuyucusu” adı da verilen cihaz, bir silikon mikroçipin içinde “nanopore” denilen 3 nanometre genişliğinde bir yuvaya sahip bulunuyor. Bu delikçiğe bir saç teli sokulduğunda içindeki bir sensör DNA’yı okuyarak, kendine has özelliğini belirliyor.  IBM ar-ge bölümünden Gustavo Stolovitzky, DNA’yı hızlı, ucuz ve geniş çaplı okuyabilecek teknolojilerin biyo-medikal araştırma ve kişiye özel tıp sahalarında devrim yaratabileceğini belirterek, bu teknolojinin özellikle karşıt tepki ve yan etki riskini ortadan kaldıracağını ve hastaların tedavi kalitesini arttıracağını kaydetti.
IBM şirketi, bu alandaki araştırma ve deneyimlerini, ABD’de bugün başlayacak Tıbbi Buluşlar Kongresi’nde kamuoyuna sunacak.","06.10.2009  -              15:41 | Son Güncelleme:  06.10.2009-15:42"
"1549463926-1076","http://www.milliyet.com.tr/haberler/ibm?PAGE=18","Ford’un CEO’su kazançta lider","http://www.milliyet.com.tr/ford-un-ceo-su-kazancta-lider-ekonomi-1522568/","Yıllık kazancını 29.5 milyon dolar seviyesine taşıyarak liderlik koltuğuna oturan Mulally’nin bu yıl 30 milyon dolarlık gelir rakamını rahat aşacağı öngörülüyor. Ford CEO’su bu rakamla birlikte Walt Disney ve IBM gibi şirketlerin CEO’ların kazançlarını yakalamış oldu.
2010 yılına göre gelirini yüzde 11 artırmayı başaran Ford CEO’su Mulally’yi Fiat-Chrysler’in CEO’su Sergio Marchionne 22.2 milyon dolarlık kazançla takep ederken, üçüncü sırayı General Motors grubunun CEO’su Dan Akerson aldı.
164 bin çalışanlı 66 yıllık otomobil devi Ford, 2011 öncesi üç yıllık dönemde büyük zarar yazmıştı. 2011’le birlikte şirketin karlılık rakamı 8.8 milyar doları bulmuştu.","01.04.2012                    02:30                      | Son Güncelleme:31.03.2012-23:55"
"1549463944-1082","http://www.milliyet.com.tr/haberler/ibm?PAGE=18","Facebook un karı düştü","http://www.milliyet.com.tr/facebook-un-kari-dustu-ekonomi-1532064/","Microsoft ve Facebook’dan yapılan açıklamada, Facebook’un, Microsoft’un AOL’dan aldığı 925 patent ve patent başvurularının 650’sini 550 milyon dolara satın alacağı belirtildi.

Açıklamaya göre, Facebook ayrıca AOL’un kalan patentlerinin kullanım lisansına benzer şekilde Microsoft da Facebook’un satın aldığı patentlerin kullanım lisansına sahip olacak.

Microsoft, Facebook ile yapılan anlaşmanın, AOL’dan patent hakları satın alırken yapılan anlaşmanın maliyetinin yarısını karşılama olanağı sunmadığını belirtti.

Microsoft, önceki hafta internet medya şirketi AOL’dan patent haklarını 1,06 milyar dolara satın almıştı.

Yılbaşından bu yana Intel, Google ve Facebook, diğer teknoloji şirketlerinden önemli sayıda patent hakkı satın alan şirketler arasında bulunuyor.

Facebook, geçen ay da IBM’den patent hakları satın almıştı.

Facebook’un çeyrek bilançosu","24.04.2012                    11:27                      | Son Güncelleme:24.04.2012-11:32"
"1549473858-1196","http://www.milliyet.com.tr/haberler/ibm?PAGE=12","Sevgili ararken hackera yakalanma!","http://www.milliyet.com.tr/sevgili-ararken-hackera-yakalanma--pembenar-detay-ask-2013379/","null","null"
"1549474126-1198","http://www.milliyet.com.tr/haberler/ibm?PAGE=12","Arkadaşlık sitelerindeki tehlike!","http://www.milliyet.com.tr/arkadaslik-sitelerindeki-tehlike--pembenar-detay-yasam-2014586/","null","null"
"1549441289-826","http://www.milliyet.com.tr/haberler/ibm?PAGE=32","85 milyon bilinmeyenli denklem çözüldü","http://www.milliyet.com.tr/---milyon-bilinmeyenli-denklem-cozuldu-bilim-885974/","null","null"
"1549458592-970","http://www.milliyet.com.tr/haberler/ibm?PAGE=24","Cep telefonlarının tarihi","http://www.milliyet.com.tr/cep-telefonlarinin-tarihi-mobildunya-1272159/","null","null"
"1549437036-792","http://www.milliyet.com.tr/haberler/ibm?PAGE=33","Bilgisayar hız savaşları sürüyor","http://www.milliyet.com.tr/bilgisayar-hiz-savaslari-suruyor-bilisim-883663/","null","null"
"1549520849-1403","http://www.milliyet.com.tr/haberler/ibm?PAGE=1","Bir veri ihlalinin maliyeti yüksek","http://www.milliyet.com.tr/bir-veri-ihlalinin-maliyeti-yuksek-ekonomi-2714494/","IBM Türkiye’nin Güvenlikten Sorumlu Ülke Lideri Engin Özbay, “Daha önce hiç olmadığı kadar fazla veri, birbirine bağlı cihazlar ve bilişim gücüyle hızlı ve büyük bir değişim çağındayız. Bu durum işletmelere müthiş fırsatlar sunarken, aynı zamanda kuruluşlar içindeki veri ihlali olasılıklarını da artırıyor. Bulgulara göre, veri ihlalleri daha maliyetli olmaya devam ederken, siber saldırıların verebileceği zararlar işletmelerin ve tüketicilerin para kaybetmesinden daha büyük sonuçlara yol açıyor” dedi.","28.07.2018                    01:30                      | Son Güncelleme:28.07.2018-1:21"
"1549455468-946","http://www.milliyet.com.tr/haberler/ibm?PAGE=25","CIA in  teknoloji  fiyaskosu!","http://www.milliyet.com.tr/cia-in-teknoloji-fiyaskosu-/dunya/dunyadetay/27.02.2010/1204680/default.htm","","27.02.2010  -              01:52 | Son Güncelleme:  27.02.2010-1:53"
"1549449570-897","http://www.milliyet.com.tr/haberler/ibm?PAGE=28","CeBIT 2009 Fuarı 3 Mart’ta Hannover’de başlıyor","http://www.milliyet.com.tr/cebit------fuari---mart-ta-hannover-de-basliyor-ekonomi-1064118/","CeBIT 2009 Fuarının 3 Mart’ta Hannover’de başlayacağı bildirildi. 
Konuya ilişkin açıklamada, dünya çapındaki bilgi ve iletişim teknolojileri fuarına 4 bin 300 firmanın katılacağı belirtildi.
Fuarı düzenleyen Deutsche Messe AG Yönetim Kurulu Başkanı Ernst Raue, CeBIT 2009’un uluslararası kriz havasını değiştireceğini dile getirerek, şunları kaydetti: 
""Bu yıl fuara 69 ülkeden 4 bin 300 firma katılım gösterecek. Bu sonuç, küresel ekonomik kriz karşısında başarıya ulaşıldığının bir işareti. Şu anki konjonktür göz önüne alınırsa vardığımız sonuçtan gayet memnunuz. 
Söz konusu 4 bin 300 firma, her şeye rağmen devam ettiklerini ve resesyonu hızlı bir şekilde atlatmak istediklerini gösterecekler. Bu yıl CeBIT 2009’da, eskiye oranla daha fazla yeni iş bağlantılarına odaklanacaklar ve böylece geleceğe doğru güçlü bir şekilde ilerleyecekler."" 
CeBIT 2009’a katılacak firmalar arasında Deutsche Telekom, Microsoft, IBM, SAP, Software AG, Datev, Vodafone, Intel, Dell, Hitachi, Panasonic, Adobe, Alcatel-Lucent, British Telecom, Hewlett Packard, Rittal, Lampertz, Oracle, Samsung, Yahoo, Symantec, E-Plus, Xing, LinkedIn, Acer, Porsche ve Volkswagen, Türkiye’den ise Apollo Bell, Artronic, Arvento, Emse Mühendislik, Enel, Er-Net Metal, Etk Kablo, Göktürk Bilgi Teknolojileri, Inchanta, Inform Elektronik, Kıratlı, Labris, Makelsan, Mytr Software Pegasus Bilgi Teknolojileri, Plm Bilgisayar, Sar Elektronik, Sigma Danışmanlık, Tunçmatik, Tümel Elektronik ve Yönetsel Bilişim Teknolojileri’nin bulunduğu bildirildi.","25.02.2009                    13:27                      | Son Güncelleme:25.02.2009-13:29"
"1549448721-890","http://www.milliyet.com.tr/haberler/ibm?PAGE=28","IBM, bazı buluşlarını halkın hizmetine açacak","http://www.milliyet.com.tr/ibm--bazi-buluslarini-halkin-hizmetine-acacak-ekonomi-1047021/","IBM, bazı buluşlarını halkın hizmetine açacağını duyurdu. 
IBM’den yapılan açıklamada, 2009 yılında dünyada inovasyonu ve ekonomik büyümeyi teşvik etmeyi amaçlayan IBM’in, buluşlarının önemli bir kısmının patentini almak yerine ücretsiz kullanılmasına imkan tanıyan yayınlarının sayısını artırmaya karar verdiği belirtildi. Böylece, buluşlarının ücretsiz kullanılmasını sağlayacak olan IBM’in, açık inovasyon platformuyla topluma katkısını büyük ölçüde artıracağı ifade edildi. 
Açıklamada, IBM’in başlangıç olarak 30’dan fazla patentini, çevrenin korunması amacıyla Çevreci Patent uygulamasına bağışlayacağı ve bu patentlerin haklarından feragat edeceği bildirildi. 
BM Research Direktörü Dr. John E. Kelly III, konuya ilişkin açıklamasında, yılda yaklaşık 6 milyar dolarlık Ar-Ge yatırımı yapan şirketin, önümüzdeki yıllarda yayınladığı teknik buluş sayısını yüzde 50 oranında artırarak, yılda 3 bin adedin üzerine çıkarmayı hedeflediğini bildirdi. 
Açıklamada, IBM’in 2008’de aldığı 4 bin 186 patentin, Microsoft, Hewlett-Packard, Oracle, Apple, EMC, Accenture ve Google’ın aldığı patentlerin toplamının da üzerine çıktığı belirtildi. 
IBM’in fikri mülkiyetin stratejik kullanımı alanındaki liderliğinin, patentli ve açık inovasyonları dengeleme stratejisine dayandığını ifade eden John E. Kelly III, hedeflerinin, küresel ekonomiyi canlandırmak amacıyla, büyük altyapı projeleri için yapılması planlanan yatırımların ışığında inovasyonu teşvik etmek olduğunu kaydetti.","14.01.2009                    14:06                      | Son Güncelleme:14.01.2009-14:06"
"1549495156-1396","http://www.milliyet.com.tr/haberler/ibm?PAGE=2","Geleceğin Kariyer Fırsatları Gtü de Konuşuldu","http://www.milliyet.com.tr/gelecegin-kariyer-firsatlari-gtu-de-istanbul-yerelhaber-2783813/","IHA","08 Mayıs 2018 - 17:22"
"1549463751-1047","http://www.milliyet.com.tr/haberler/ibm?PAGE=20","HP sonrası IBM de ‘kadın CEO’ seçti","http://www.milliyet.com.tr/hp-sonrasi-ibm-de-kadin-ceo-secti-ekonomi-1455759/","Rometty, şirketin pazarlama ve satış bölümünü yönetiyor. Geçen ay da Meg Whitman dünyanın en büyük teknoloji şirketlerinden HP’nin CEO’su olmuştu. Böylece teknolojide başa güreşen iki devin CEO’luk koltuğuna art arda kadın yöneticiler oturmuş oldu.","27.10.2011                    02:30                      | Son Güncelleme:27.10.2011-0:30"
"1549463669-1028","http://www.milliyet.com.tr/haberler/ibm?PAGE=21","Rekorları alt üst ediyor 141 yıllık petrol devi Exxon’a kafa tutuyor","http://www.milliyet.com.tr/rekorlari-alt-ust-ediyor-141-yillik-petrol-devi-exxon-a-kafa-tutuyor-ekonomi-1416959/","ABD’li teknoloji devi Apple, son yıllardaki hızlı çıkışını sürdürüyor, iPhone, iPad satışları rekordan rekora koşuyor, şirketin hisse değeri zirvede, piyasa değeri liginde geçen yıl ikincilik koltuğuna oturan şirket şimdilerde petrol devi Exxon’u yakalamanın planlarını yapıyor.
2011 yılının nisan-haziran dönemini kapsayan ikinci çeyrek sonuçlarını açıklayan Apple, tarihinin en iyi çeyreğini geçiriyor. Şirket son çeyrekte cep telefonu kategorisinde 20.3 milyon iPhone 4, tablet PC dalında da 9 milyon iPad sattı. Apple’ın Mac bilgisayar satışları ise 3.95 milyon adeti aştı.

iPad 2 yok satıyor
Apple, analistlerin 16.9 milyon adetlik satış tahminini adeta yerle bir ederek çeyrek boyunca 20.34 milyon iphone satışı rakamına ulaştı. Bu yüzde 142’lik bir yükselişe işaret ediyor. Apple yönetimi Mac satışlarında büyük bir yükseliş olmamasını kullanıcıların iPad modellerine kaymasıyla ve yeni işletim sistemi Lion’ın henüz çıkmamasıyla açıkladı. Apple COO’su Tim Cook, şirketin hala iPad’e olan talebe yetişemediğinin altını çizdi.

Kârını yüzde 125 artırdı
iPhone 4 ve iPad 2 rüzgarıyla analistlerin ikinci çeyrekteki olumlu tahminlerini önemli oranda aşan Apple’ın hisseleri 400 dolar seviyesine yaklaştı. Şirket piyasa değerinde 360 milyar dolar seviyesini gördükten sonra kapanışta 348 milyar dolar seviyesine oturdu.
Apple’ın ikinci çeyrekteki finansal sonuçlarına bakıldığında analist tahminleri aşarak son çeyrekte 7.31 milyar dolar kâr ettiği açıklandı. Bu rakam şirketin geçen yıl aynı dönemde elde ettiği karın iki katından fazlasına işaret ediyor.
Şirketin cirosu ise geçen yıl aynı çeyreğine oranla yüzde 82’lik artışla 28.7 milyar dolar olarak gerçekleşti. Analistler 24 milyar dolarlık bir ciro tahmininde bulunmuştu. Gelirlerin artmasında Çin pazarında yaşanan hızlı çıkışın etkisi oldu. Apple ikinci çeyrekte sadece Çin’de 3.8 milyar dolarlık gelir rakamını yakaladı.

78 milyar dolar nakiti var
Yılın ikinci çeyreğinde Apple’ın kasasındaki toplam nakit tutarı 78 milyar doları buldu. Yeni yatırımlar ve iş geliştirme, Ar-Ge tarafında kullanılması planlanan bu tutarın bir bölümünün de hissedarlara kar payı olarak dağıtılması bekleniyor.

iPod moral bozdu!
Apple’ın iPhone serisini piyasaya çıkarmasının ardından düşüş grafiği izleyen müzikçalar modeli iPod modelleri 2011’in ikinci çeyreğinde 7.54 milyon adet sattı. Açıklanan bu rakam geçen yıla göre yüzde 20 düşüşü gösteriyor.","20.07.2011                    02:30                      | Son Güncelleme:20.07.2011-22:38"
"1549463822-1061","http://www.milliyet.com.tr/haberler/ibm?PAGE=19","45 milyar dolarlık mütevazı zenginin derdi ‘bağımsızlık’","http://www.milliyet.com.tr/45-milyar-dolarlik-mutevazi-zenginin-derdi-bagimsizlik--ekonomi-1490299/","Time dergisi ‘İyimser’ manşetiyle dolar milyarderi Warren Buffett’a 8 sayfasını ayırdı. 81 yaşındaki Buffet’ın kendisini para kazanmaya adadığını belirten dergi, ünlü işadamının “Adalet”e ve “Hükümetin insanlara daha iyi bir hayat sunacağına dair yeteneğine” inandığını kaydetti. “Ben tüm bunlardan dolayı iyi bir servete sahibim” diyen Buffet’ın çok mütevazi bir hayat sürdüğü kaydedildi.
‘Çalışmaya başladığında dünyanın en zengini olmayı hedeflemiş miydiniz?’ sorusuna Buffett, “Biliyordum. Çok fazla para kazanmak istedim. Fakat bunu bağımsızlığımı elde edebilmek için istedim. Bu benim için en önemli şey. Paralarımın çoğu zaten hayır işlerine gidiyor” cevabını verdi.

Yıllık harcaması 150 bin $
Buffet’ın Doğduğu şehir Omaha’da 2006 model Cadillac arabasını kendi kullandığı vurgulanan haberde, “Şehirdeki herkes Buffett’ı tanıyor. Diğer ultra zenginler gibi izole edilmiş bir adada yaşamıyor. 1958’de 31.500 dolara satın aldığı, iddiasız bir sokakta bulunan beş yatak odalı evde yaşıyor. Küçük ofisinde şirketin yemekhanesi bulunuyor. Ofisi süssüz ve sakin bir dekora sahip. Buffett, boş odaların ışıklarını söndürüyor.
Kendini şımarttığı en büyük oyuncağı ise jeti. Özel jeti için yılda 1 milyon dolar harcıyor. Kişisel harcamaları yılda 150 bin doları buluyor” ifadelerine yer verildi.

Kahramanı ilk karısı
Buffet’in hayatındaki kahramanlardan biri 2004 yılında kanserden hayatını kaybeden ilk karısı Susan Thompson Buffett. Karısı için “İnanılmaz biçimde akıllı ve iyi bir insandı” diyor.
81 yaşındaki Buffett Berkshire Hathawey adlı şirketiyle halen şekerden, elektriğe kadar çok geniş yelpazede 76 farklı firmaya yatırım yapmış durumda.
Dünyanın üçüncü zengini Buffett’ın aylık 1 milyar dolarlık nakit akışı var. Coca Cola, American Express, IBM ve Procter & Gamble gibi ABD’nin büyük şirketlerinin büyük ortağı.
Buffet’ın geçen yıl ABD’nin ekonomik sıkıntıdan kurtulması için süper zenginlere vergi konulmasını istemesiyle ABD’nin en cömert kapitalisti olduğu belirtiliyor. 45 milyar dolar serveti olan Buffett sıkıntıyı aşabilmek için herkesin elini taşın altına koyması gerektiğini söylüyor. Buffett’ın hayran olduğu ünlü ikon sanatçı Sophia Loren, en sevdiği film ise The Bridge on the River Kwai.

İki oğlu da yanında değil!
Warren Buffett’in iki oğlu var. Küçük oğlu Peter kompositörlük, yazarlık, müzisyenlik yapıyor, büyük oğlu Howard ise üniversiteyi bile bitirmedi ve çiftçi. Buffett oğullarının ‘Berkshire Hathaway’de çalışmalarını istiyor. Oğulları ise babalarının parasına ihtiyaç duymadıklarını söylüyor.","18.01.2012                    02:30                      | Son Güncelleme:17.01.2012-23:41"
"1549468522-1150","http://www.milliyet.com.tr/haberler/ibm?PAGE=14","HSBC’den ayrıldı Bitcoin madeni kurdu","http://www.milliyet.com.tr/hsbc-den-ayrildi-bitcoin-madeni/ekonomi/detay/1812164/default.htm","Sanal para birimi ‘bitcoin’ çılgınlığı sınır tanımıyor. Bir İngiliz girişimci işinden ayrılarak İzlanda’nın ucuz jeotermal enerjisiyle çalışan ve buz gibi havasıyla soğuyan süper bilgisayarlarla Bitcoin madenciliği yapmaya başladı.
Bitcoin sistemi 2009 yılında Satoshi Nakamoto adını kullanan kişi ya da kişilerce kuruldu. Bu para sisteminin sorumlusu veya bir merkez bankası yok. Bu nedenle internette alışveriş için kullanılabilen Bitcoin ciddi riskler taşıyor.
Sınırlı sayıda Bitcoin piyasaya çıkıyor. Bunun için Bitcoin ‘madenciliği’ yapılıyor. Bitcoin “çıkarmak” için güçlü bilgisayarlar çok zor matematik işlemleri çözmek zorunda.

21 milyonda bitecek

Tüm dünyada girişimciler bilgisayarlar yardımıyla bitcoin elde etmeye çalışıyor. Girişimciler rakiplerinden önce Bitcoin problemlerini çözerse belirli bir miktar Bitcoin serbest kalıyor. Ancak bazen elde edilen Bitcoin bilgisayarlara yapılan yatırımı karşılamayabiliyor.
Problemler çözüldükçe 25’lik bir Bitcoin bloğu serbest kalıyor. Ağa bağlanan “madenciler” bir problemi 10 dakikadan kısa sürede çözerse problem zorlaşıyor. Her 4 yılda Bitcoin bloğunun büyüklüğü yarıya düşüyor.
2140 yılına kadar Bitcoin arzı 21 milyona ulaşacak ve orada arz sona erecek. Şu anda bunun yarıya yakını piyasada. 21 milyona ulaşmak için Bitcoin madenciliğinin 100 yıl sürebileceği hesaplanıyor.
Kasım ayında 1 bitcoin’in değeri 1100 dolara kadar yükseldi. Para şu an 650 dolar civarında işlem görüyor.

Kurşun geçirmez cam

New York Times’ın haberine göre Emmanuel Abiodun (31) adlı İngiliz girişimci enerjinin çok ucuz olduğu İzlanda’da çok gizli bir bitcoin “madeni” kurdu. Daha önce Kansas’ta olan tesis ekimden bu yana kutuplara yakın Reykjanesbaer’te yer alıyor.
Abiorun’un tesisindeki süper bilgisayarlar ucuz jeotermal ve hidroelektrik enerjisinin yardımıyla gece gündüz bitcoin elde etmek için çalışıyor.
Güvenliğin yoğun olduğu tesiste kontrol noktaları ve kurşun geçirmez camlar dikkat çekiyor. Bilgisayarlar o kadar elektrik kullanıyor ki, bu işte kâr enerji maliyetini düşürmekten geçiyor.
Buradaki 100 civarındaki bilgisayar dışarıdaki dondurucu havayla soğutuluyor. Bir bilgisayarın değeri yaklaşık 20 bin dolar.","24.12.2013  -              02:30 | Son Güncelleme:  24.12.2013-2:30"
"1549446089-865","http://www.milliyet.com.tr/haberler/ibm?PAGE=29","Zararlı yazılım ve ‘spam mail’de dünya 3’üncüsüyüz","http://www.milliyet.com.tr/zararli-yazilim-ve--spam-mail-de-dunya-3-uncusuyuz-magazin-1004303/","null","06 Şubat 2019, Çarşamba"
"1549466629-1134","http://www.milliyet.com.tr/haberler/ibm?PAGE=15","‘Ctrl+Alt+Delete komutu hataydı’","http://www.milliyet.com.tr/-ctrl-alt-delete-komutu-hataydi-/gundem/detay/1769600/default.htm","Yazılımın kullanıldığı bilgisayarlarda bilgisayarı açmak, yeniden başlatmak ve kapatmak gibi işlevlerin verildiği komut olan ‘Ctrl+Alt+Delete’in iyi düşünülmediğini belirten Gates, komutun üç tuşla verilmesinin karışık olduğunu belirtti. Gates, “IBM’de klavye tasarımını yapan kişi bize tek bir düğme vermek istemedi. Bu bir hataydı” dedi.","28.09.2013  -              02:30 | Son Güncelleme:  28.09.2013-2:30"
"1549490372-1356","http://www.milliyet.com.tr/haberler/ibm?PAGE=4","Teknoloji aşkı müzeye dönüştü","http://www.milliyet.com.tr/teknoloji-aski-muzeye-donustu-gundem-2521330/","Tıp doktoru olmasına rağmen sıkı bir teknoloji tutkunu olan Tuzla Belediye Başkanı Şadi Yazıcı, teknolojideki çok hızlı ilerlemeyi kanıtlayan bir müze kurdu. Çocukluk yıllarında başlayan teknoloji tutkusunu Atatürk Üniversitesi Tıp Fakültesi’nde de yitirmeyen Yazıcı’nın müzesinde bir zamanların efsanevi müzik dinleme cihazı walkmanden, Apple’nin ilk çıkarttığı 256 kb’lık bilgisayarına kadar pek çok eski teknoloji bulunuyor. 1980’lerde dünyanın çok hızlı bir teknolojik devrim yapacağını hissettiğini söyleyen Yazıcı, teknoloji merakının zamanla çıkan her ürünü incelemeye dönüştüğünü belirtti. 

‘Geçmişe dokunsun’

Tuzla Belediyesi Şelale Eğitim Parkı’ndaki özel alanda tutulan eserlerin ziyaretçileri ilginç bir yolculuğa çıkartacağını söyleyen Yazıcı, gençleri ve çocukları davet ettiğini ekledi. Yazıcı, “Amacım, mühendislik ya da bilim branşlarında okuyan gençleri geçmişe yolculuğa çıkarmak. Müzeyi gezerken şimdi kullandıkları modern teknoloji aletlerinin nasıl geliştirildiğini görecekler hatta geçmişe dokunacaklar. Böylece  yeni ufuklara yelken açacaklar. Müzemiz herkese açık” dedi.","18.09.2017                    02:30                      | Son Güncelleme:18.09.2017-0:40"
"1549436927-791","http://www.milliyet.com.tr/haberler/ibm?PAGE=33","Üç ‘Dünya’lı isteyene sanal devlet kuracak","http://www.milliyet.com.tr/uc--dunya-li-isteyene-sanal-devlet-kuracak-sektorel-883438/","null","null"
"1549443896-843","http://www.milliyet.com.tr/haberler/ibm?PAGE=31","Pasaportlu yiyecekler, akıllı otomobiller geliyor","http://www.milliyet.com.tr/pasaportlu-yiyecekler--akilli-otomobiller-geliyor-magazin-979848/","null","06 Şubat 2019, Çarşamba"
"1549488001-1338","http://www.milliyet.com.tr/haberler/ibm?PAGE=5","‘Bu gençlikte iş var’","http://www.milliyet.com.tr/-bu-genclikte-is-var--ekonomi-2452504/","null","18.05.2017                    02:30                      | Son Güncelleme:18.05.2017-1:59"
"1549437096-793","http://www.milliyet.com.tr/haberler/ibm?PAGE=33","Yazılım geliştirme projeleri başarısız","http://www.milliyet.com.tr/-yazilim-gelistirme-projeleri-basarisiz--bilisim-883742/","null","null"
"1549492610-1372","http://www.milliyet.com.tr/haberler/ibm?PAGE=3","Kısa mesaj ya da diğer adıyla SMS 25 yaşında!","http://www.milliyet.com.tr/kisa-mesaj-ya-da-diger-adiyla-sms-teknoloji-haber-2566386/","null","null"
"1549436572-783","http://www.milliyet.com.tr/haberler/ibm?PAGE=34","Bilgisayar çöplüğü Everest i aştı","http://www.milliyet.com.tr/bilgisayar-coplugu-everest-i-asti-cevre-883221/","null","01.01.1900  -              00:00 | Son Güncelleme:"
"1549463658-1025","http://www.milliyet.com.tr/haberler/ibm?PAGE=21","120 ülkedeki çalışanları bugün IBM için çalışmadı","http://www.milliyet.com.tr/120-ulkedeki-calisanlari-bugun-ibm-icin-calismadi-ekonomi-1402908/","Sivil toplum kuruluşları tarafından yürütülen çalışmalara ve projelere şirket çalışanlarının daha etkin katılımını teşvik etmek amacıyla bugün tüm dünyada IBM çalışanları 15 Haziran tarihini gönüllülük çalışmalarına ayırdı.Tüm dünyada aynı anda düzenlenen 100. yıl etkinlikleri kapsamında IBM Türk de farklı alanlarda faaliyet gösteren 22 sivil toplum kuruluşuyla bir araya geldi. IBM Türk Genel Müdürü Michel Charouk IBM’in dünyada 100. yılını, Türkiye’de de 73. yılını kutladığını belirterek gönüllülük çalışmalarıyla ilgili şu açıklamayı yaptı: ""Dünyada 100. yılımızı kutlarken, 2011 yılı boyunca, var olduğumuz ülkelerdeki sivil toplum kuruluşlarıyla ve düşünce liderleriyle bir araya geldiğimiz etkinlikler düzenliyoruz.","15.06.2011                    18:05                      | Son Güncelleme:15.06.2011-18:19"
"1549435997-778","http://www.milliyet.com.tr/haberler/ibm?PAGE=34","Saniyede 500 kelime çeviren yazılım geliştirildi","http://www.milliyet.com.tr/saniyede-----kelime-ceviren-yazilim-gelistirildi-bilisim-883190/","null","null"
"1549468919-1154","http://www.milliyet.com.tr/haberler/ibm?PAGE=14","İnterneti uçuracak","http://www.milliyet.com.tr/interneti-ucuracak/gundem/detay/1832062/default.htm","BBC’nin haberine göre, bilgisayar devi IBM’e bağlı araştırmacılar, çok ince bir madde olan ve elektronik dünyasının ‘mucizevi’ maddesi olarak anılan ‘grafen’den yapılan bugüne kadarki en gelişmiş devreyi tanıttı. 2004 yılında Manchester Üniversitesi’nde Andre Geim ve Konstantin Novoselov tarafından üretilen grafenin yapısı tek bir atom inceliğinde. Bu maddenin özellikle kablosuz internet bağlantılarına uygun olabileceğini düşünülüyor.","05.02.2014  -              02:30 | Son Güncelleme:  05.02.2014-2:30"
"1549473994-1197","http://www.milliyet.com.tr/haberler/ibm?PAGE=12","Sevgili bulmaya uğraşırken çarpılmayın...","http://www.milliyet.com.tr/sevgili-bulmaya-ugrasirken/ekonomi/detay/2013716/default.htm","IBM Güvenlik Birimi tarafından yapılan yeni bir araştırmaya göre en popüler mobil arkadaş bulma uygulamalarının yüzde 60’ından fazlası, kişisel kullanıcı bilgilerini ve kurumsal verileri riske atan, çeşitli internet saldırıları için risk taşıyor.

IBM’in araştırmasına göre bu uygulamaların birçoğunun (kamera, mikrofon, depolama, GPS konumu ve sanal cüzdan fatura bilgileri gibi) aygıttaki diğer özelliklere de erişimi bulunuyor ve bu da uygulamaları güvenlik açıklarıyla birlikte hacker’lar için cazip duruma getiriyor.

Araştırmada yer alan kuruluşların hemen hemen yarısındaki çalışanların iş için kullandıkları mobil aygıtlarda, en popüler arkadaş bulma uygulamalarından en az biri kurulu bulunuyor.","14.02.2015  -              08:32 | Son Güncelleme:  14.02.2015-8:32"
